,city,job_id,need_for_position,post_date,preferred_skill,salary_lower,salary_upper,state
146,Carpinteria,BK-1351648,"- Solid experience with QA Automation - Strong experience with Java, Python and Selenium - Strong experience testing Web Applications and SaaS Technology - Experience with any of the following would be major pluses but are not required: Performance Engineering, Jmeter or any robotic framreworks",03/05/2017,"SQA Engineering, Automation, Java, Python, Selenium, Web application testing, Testing SaaS Tech",110000,140000,CA
147,Brooklyn,LM3-1339459,More Than 5 Years of experience and knowledge of: -Extensive experience with  C/C++ -Heavy background in C# -Strong knowledge of  SQL -Sharp Leadership or Management skills,02/02/2017,"C/C++, C#, SQL, Leadership or Management",0,0,NY
148,Bondurant,GD3-1247280,3+ Years Experience and knowledge of:  - C++ - Qt - QML - Linux,02/01/2017,"C++, QT, Linux, iOS, Android",75000,110000,IA
149,San Francisco,SA-1325986,"- Bachelor of Computer Science or equivalent experience - You bend web technologies to your will to build amazing user interfaces on desktop and mobile. - 1-3 years of real-world experience building SPA apps with javascript frameworks like Angular, React, Ember, and Meteor. - 2+ years of experience working with Javascript client-side and/or server side and are know the ins, outs, and best practices of the language. - CSS expertise and extensive experience with CSS preprocessors like sass, stylus, less. - Experience uniting testing your javascript with tools like jasmine, mocha. - Experience with an MVC framework like django, Rails, Express, and building REST APIs. - Familiarity with the various toolchains at our disposal like gulp, grunt, babel, bower. ?Bonus: experience with packaging web applications for distribution in the iOS and Android app stores using tools like phonegap/cordova, appgyver steroids.",01/26/2017,"Building SPA with (Angular/React/Ember &or Meteor), Experience with CSS (Sass/Stylus/Less), MVC framework (i.e. Django/Rails/Express), Building REST API's, Unit testing with (i.e. Jasmine / Mocha), Familiar with toolchanes (Gulp/Grunt/Babel/Bower)",140000,175000,CA
150,Palo Alto,AW2-1316318,Requirements: Bachelors in Computer Science or equivalent- Preferred masters or PhD -Experience working at a start up -Experience launching a security product More Than 5 Years of experience and knowledge of: -OAuth -SAML -SSO handshake -C or Java - Unix/Linux - Multi-Core/Multi-Threaded Programming Pluses:  - Blockchain -IOT,01/27/2017,"Oauth, SAML, SSO, Unix/Linux, C/Java, Blockchain, Multi-core, multi-threading",120000,160000,CA
151,Ponchatoula,CC6-1347708,At Least 3 Years of experience and knowledge of: - .NET - MVC - C#,02/06/2017,".NET, MVC, C#",80000,100000,LA
152,New York City,RS-1323186,"- BS or MS in Computer Science or related field  - Must have a rock solid programming background in Core Java and/or C++ - Strong understanding of OOP and of object oriented and model driven architecture - Linux experience  - Experience in an Agile environment preferred - Experience with Data Structures, Algorithms, or Distributed systems desired",02/16/2017,"Java, C++, OOP",150000,200000,NY
153,San Francisco,DN-1345800RELOSWII,"Bachelor's Degree in Computer Science or related field 4+ years professional experience in software development Computer Science fundamentals in object-oriented design Computer Science fundamentals in data structures Computer Science fundamentals in algorithm design, problem solving, and complexity analysis Proficiency in, at least, one modern programming language such as C, C++ or Java Proficiency in English at business level preferred Qualifications Strong technical skills in Java, C++ or Objective C. Expertise in several following technologies: Linux, iOS, Android, Windows, HTML, AJAX, JavaScript, CSS, Web services, distributed systems, open source frameworks. Software Development best practice advocate: familiar with and willing to influence the team to follow the best professional software engineering practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, continuous deployment, testing, and operations. Experience in Agile development: working closely with designers and product managers.. Results Driven: A track record of rapid and iterative product development for large-scale distributed system Genuine passion for the team’s mission and purpose.",02/16/2017,"Java, C++, Object Oriented, Linux, SQL, Ruby / ROR, Javascript Frameworks",100000,200000,CA
154,Seattle,KB6-1335754,"3+ years experience with TCP/IP networking Experience implementing and troubleshooting VPNs (e.g. IPsec, L2TP) Experience with C/C++ Experience developing on Linux, Android, and/or iOS a plus Experience with cellular and WiFi networks a plus Excellent problem solving and communication skills Bachelor’s degree in CS, EE, or a related field",02/13/2017,"TCP/IP, VPNs, C/C++, Linux/Android/iOS, WiFi",120000,175000,WA
155,Brooklyn,CY1-1334219-NOV2016-Embedded,"-Bachelor degree in engineering (EE, CS or related field) -5-10+ years of experience in embedded systems design for new products and software stacks (device drivers, protocols, state machines, etc.) -Ability to design overall system architecture and lead its implementation through proof-of-concept, development, QA and production -Expertise with real­-time operating systems (RTOS) -Expertise in C-Programming is REQUIRED -Expertise working with low-power resource ­constrained hardware Nice to Have (Not Required, but Highly Preferred): -Expertise interfacing directly with low­ level hardware resources (clocks, SPI ports, etc.)  -Experience in small, fast-paced environments (i.e. startups, contract manufacturers, etc.) -Experience implementing networking/RF applications -Experience with ARM processors -Experience with MQX RTOS -Experience in the development of consumer electronics  -Experience using Git/Github or similar source revision control systems -Experience with Agile/scrum, unit testing, pair programming",02/09/2017,"C/C++, Embedded Systems, firmware, RTOS, Low Power, Bluetooth",NA,NA,NY
156,San Francisco,DD-1346018,"- BS in Computer Science, Computer Engineering, Software Engineer; Advanced degrees desirable - 5+ years Hands-on software development of complex enterprise-ready Open Source applications      - Python; Linux; Golang / Go - Basic software development methodologies for networking and securing cloud based solutions  - Software architecture; design and testing - Container technologies (Kubernetes, Mesos, etc.) exoerience preferred - Communication skills are highly desirable",02/16/2017,"Python, Open Source, Large-Scale Distributed Systems, cloud native applications, Docker, Apache Mesos, Microservices, PaaS, Software Development, Software Design",110000,175000,CA
157,Fort Meade,MR-1225401,"- Hold an ACTIVE clearance (TS/SCI Full scope Poly) - Experience with Java development  - Experience with software development supporting software architecture - Experience working and participating in an Agile/SCRUM environment - Knowledge of Linux/Unix - Knowledge of XML, Apache, Tomcat - Knowledge of JavaScript/Ajax/GWT/jQuery - Practical Ruby on Rails experience is a plus! - Experience with Oracle is a plus! - Experience with Ozone Widget Framework is a plus! - Experience with REST interfaces is a plus! - Experience working independently to develop and review code - BS in Computer Science or equivalent experience",02/16/2017,"Java, Agile/Scrum, Linux/Unix, XML/APache/Tomcat, JavaScript/Ajax/GWT/jQuery, Practical Ruby on Rails experience, TS/SCI Full Scope Polygraph Clearance, BS in Computer Science, SCRUM process (plan/collaborate/lesson learned), Evaluate COTS/GOS tools and integration",85000,130000,MD
158,Camarillo,HF-1332180,"- B.S. Mechanical Engineering / Computer Science / Equivalent degree - 7+ years of hands-on programming experience with C++ on complex applications - Excellent understanding of  object-oriented programming  and software engineering principles - Excellent mathematical and analytical skills - Excellent oral and written communication skills - Strong desire to learn and exceptional problem solving skills - Self-motivated individual with a positive and exceptional work ethic - Desire to work in a small, multi-national, innovative and creative team - Knowledge of CAD/CAM - Hands-on programming experience with .NET (C# or VB.NET) - Experience with source code repositories such as SVN, GIT or MS TFS - Experience refactoring legacy software - Experience in Windows environment - Familiarity with agile development methods - M.S. Mechanical Engineering / Computer Science / Equivalent degree",02/14/2017,"C++, .NET, C#, VB.NET, Windows Environment, Agile Development, Experience Developing CAD/CAM Products, Toolpath Calculation, Parasolid Kernel, Data translators/Interoperability",90000,150000,CA
159,Park Ridge,SE2-1293199,• BS/MS in Computer Science or Related • 4+ Years Software Engineering Experience • 4+ Years C# Experience • 2+ Years C/C++ and SQL Experience • Medical Device Industry experience,02/15/2017,"Software Engineering, Medical Device Industry, C#, C/C++, MS SQL, SQL, ISO 13485, ISO 14971, PHP",NA,NA,NJ
160,Redwood City,HB-1314079,"- Bachelors’ degree in Computer Science or Computer Engineering - Team leadership, management and/or mentoring experience - 7+ years hands-on experience building out complex distributed Java applications. - Comfort writing large-scale, high performance object-oriented code  - Database expertise with MySQL and/or Oracle using Hibernate - Experience working on high traffic services and highly scalable systems",02/16/2017,"Java, AWS, REST APIs, Scala, Microservices architecture",160000,200000,CA
161,Washington,CB2-1347160,"• Bachelor’s degree in Computer Science or equivalent  • 2+ years of experience creating a robust backend using Python • Exposure to Java, C++, or Ruby on Rails Programming and Full Stack Development experience in a MySQL/JavaScript environment   • Experience with Agile and test-driven development **Exposure to hands on work with Datomic, Clojure, Clojurescript",02/17/2017,"Python, Full stack development, cybersecurity, Big Data, Ruby on Rails, Node.js, MySQL, Javascript, AWS, Golang",100000,140000,DC
162,Fort Meade,MR-1344879,"- Hold an ACTIVE clearance (TS/SCI Full scope Poly) - Experience with Java development  - Experience with software development supporting software architecture - Experience working and participating in an Agile/SCRUM environment - Knowledge of Linux/Unix - Knowledge of XML, Apache, Tomcat - Knowledge of JavaScript/Ajax/GWT/jQuery - Practical Ruby on Rails experience is a plus! - Experience with Oracle is a plus! - Experience with Ozone Widget Framework is a plus! - Experience with REST interfaces is a plus! - Experience working independently to develop and review code - BS in Computer Science or equivalent experience",02/10/2017,"Java, Agile/Scrum, Linux/Unix, XML/APache/Tomcat, JavaScript/Ajax/GWT/jQuery, Practical Ruby on Rails experience, TS/SCI Full Scope Polygraph Clearance, BS in Computer Science, SCRUM process (plan/collaborate/lesson learned), Evaluate COTS/GOS tools and integration",85000,140000,MD
163,Cambridge,MG7-1347510,At Least 3 Years of experience and knowledge of: - JQuery - CSS3 - HTML5,02/17/2017,"jQuery, CSS3, HTML5",120000,175000,MA
164,Princeton,LD3-1325031,At Least 3 Years of experience and knowledge of: - ASP.NET - C# - HTML/CSS/Javascript - OOD - Agile Methodologies,01/16/2017,"ASP.NET, C#, HTML/CSS/Javascript, OOD, Agile Methodologies",90000,120000,NJ
165,Laurel,NC2-1329393,**Top Secret Clearance**  Bachelors Degree  - ServiceNow - .NET - C# - Java/J2EE,01/17/2017,"ServiceNow, .NET, C#, Java/J2EE",100000,130000,MD
166,Los Angeles,AW3-1295421,"Requirements 5 years of experience in building and enhancing high availability and low latency integrated software RESTful services. Experience designing with an event driven workflow system Strong Java development skills Deep experience with multithreading and Java systems engineering Hands on knowledge of a UNIX/LINUX environment required Strong debugging skills with knowledge of debugging tools. Expertise with both traditional relational and noSQL databases, including BigQuery, Redis, Aerospike. Experience with queuing (RabbitMQ, ActiveMQ) and alternative data stores such as Kafka and Cassandra Development experience on cloud computing platform such as AWS Familiarity with version control systems such as Git and continuous integration with Jenkins Knowledge of limitations of cloud technology",01/13/2017,"Java, AWS, Video",130000,175000,CA
167,Reston,NC2-1338605,MUST HAVE ACTIVE TS/SCI.  Bachelors Degree in Computer Science or related field.  More Than 5 Years of experience and knowledge of: - C/C#/C++ - .NET - Python - Java - SQLite - APIs - Digital Forensics,01/13/2017,"C/C#/C++, .NET, Python, Java, SQLite, APIs, Digital Forensics",100000,160000,VA
168,Houston,RY1-1297776,We are looking for someones with 8-10 years of Experience: - C# - SQL - JavaScript/JQuery - Python - Git,01/19/2017,"C#, SQL, Javascript/JQuery, Python, Git",80000,120000,TX
169,Bellevue,RS2-1330059,- Java or C++ - distributed system design and implementation - large scale data experience - terabytes - data structure and algorithm experience - strong English and Chinese language skills,01/19/2017,"Javascript, HTML5, CSS, React (or Angular or Backbone), Node.js, ES2015",90000,140000,WA
170,Simi Valley,SM7-1294952,"At Least 5+Years of experience and knowledge of: -Real-time / embedded application software  -C++ /OOD -OpenGL experience or ARM neon  -Basic electronics knowledge and use of lab equipment is desired. -Familiarity with ARM processors a plus. -Familiarity with SVN a plus. -Familiarity with Jira issue tracking tool a plus. -Real time embedded Linux experience desired. -Eclipse & GCC/GDB or VisualGDB desired. -OpenCV experience a desired. -OpenCL or other GPGPU language experience a plus.  -iMX6 experience a plus -Video Stream experience – a plus  E.g., GStreamer, H264, OpenMax -MUST have computer vision/machine vision",01/03/2017,"C++, real time/embedded applications, svn, ARM Processors, JIRA, OpenGL, Linux, OpenCL, Computer vision/machine vision",100000,150000,CA
171,Glen Burnie,SL2-1336823,- Either C or Python development experience - Either WIndows or Linux/Unix embedded expertise - Networking programming experience,01/10/2017,"C/C++, Embedded Software, Windows, Linux, Unix",120000,160000,MD
172,Hollywood,MR-iOSArchitect,"- Experience designing and programming solutions in Objective-C - Experience building excellent mobile apps that are currently in the Apple iTunes store - Strong iOS and SDK experience - Experience with compatibility libraries - Experience with mobile video, creating/encoding and streaming - Experience with video or streaming apps - Contributed and published libraries or applications on github.com (share the links with us!) - Knowledge of MAT and when and why to use it  - Understanding of interfacing to back-end systems using REST, OAUTH, XML/JSON - Mobile development, methodologies and toolkits experience - Extensive experience creating user interface applications - Bachelor's degree of Master's degree in Computer Science or equivalent experience *Please send us your links the the apps you're most proud of!",02/23/2017,"iOS, Objective-C, Native libraries, Mobile App Tracking, Mobile Video/Streaming apps, XML/JSON, REST, Robust API's, Apple iTunes Store, Reusable and Efficient code",100000,160000,CA
173,Marlboro,RE1-1174625,"Experience with a multi-tier architecture.  
Understanding of scalability & performance.  
Working knowledge of SQL.  
Deep understanding of object-oriented design.  
Ability to learn new skills and languages.  
Willingness to work on all aspects up and down the dev stack.  
 
We’d love it if you also have experience with: 
NodeJS 
Grunt 
SASS/SCSS 
Backbone/Ember/Knockout/AngularJS",02/23/2017,"SQL, Front-End Development, Back-end Development, Node.js, Grunt, SASS/SCSS, Backbone - Ember, Angular, Knockout",60000,95000,MA
174,San Francisco,TM-JAVA,"More Than 5 Years of experience and knowledge of: 
 
- Java 
- Scala 
- RESTful API's 
- SQL 
- Large Scale Data Systems 
- Security Testing 
- Analytics",02/23/2017,"Java, Scala, RESTful API's, SQL, Large Scale Data Systems, Security Testing, Analytics",110000,150000,CA
175,Fort Meade,MR-1225407,"- Hold an ACTIVE clearance (TS/SCI Full scope Poly) - Experience with Java development using the Spring Framework - Experience with scripting for monitoring and automation using Shell, Python or Ruby - Experience with infrastructure automation and virtualization (Puppet) - Experience working and participating in an Agile/SCRUM environment - Experience with Linux (RedHat and CentOS) - Practical experience with MongoDB - Experience creating and configuring Virtual Machine Instances - Experience with Jenkins (installing and maintaining) - Knowledge of automated build and deployment process - Experience using and customizing Puppet or Chef DevOps configuration management tools - Experience developing in Groovy - Experience running tests using Selenium or Geb - Experience writing *nix Shell scripts - Experience with JUnit, Maven and SVN - Experience with Gradle - Experience with ANT - Experience with GIT - BS in Computer Science or equivalent experience",02/23/2017,"Java, Spring Framework, Scripting using Shell/Python/Ruby for automation, Infrastructure automation using Puppet, Linux (RedHat/CentOS), mongodb, Automated build and deployment process, Agile/Scrum, Jenkins (installing/maintaining), TS/SCI Full Scope Polygraph",100000,140000,MD
176,Columbia,SP-1228329,"- 8+ years of professional experience - Advanced Java development experience - Windows or Linux/Unix experience - Strong Object Oriented Programming and Design skills - Basic understanding of inverted indexes and unstructured search tools and mechanisms - Experience ""wrapping"" legacy systems or components as Web Services within a SOA framework. - Demonstrated work experience with MapReduce programming model, serialization (JSON/BSON) and technologies such as Hadoop, Hive, Pig, HDFS, etc. - Bachelors Degree in Computer Science / Computer Engineering  or related field - Experience developing solutions integrating and extending FOSS/COTS products - Experience developing Restful Services",02/23/2017,"Java, J2EE, Big Data, Architecture, Mapreduce, Object Oriented Design, Windows, Linux, SOA, RESTful",140000,200000,MD
177,Folsom,TM-1233403,"More Than 5 Years of experience and knowledge of: - iOS SDK Frameworks, X-Code, AppCellerator, JSON - Android SDK - HTML5/CSS3 - JavaScript/JS Frameworks - Java Development - J2EE - Ionic Framework - LAPP on RHEL - Weblogic",02/23/2017,"iOS SDK Frameworks, X-Code, AppCellerator, JSON, Android SDK, HTML5/CSS3, JavaScript/JS Frameworks, Java Development, J2EE, Ionic Framework, LAPP on RHEL, Weblogic",110000,140000,CA
178,Marlborough,RE1-1238043,"-Bachelor’s Degree in Computer Science - At least two years of Java development experience - Experience working on a small team with configuration, operations, and data collection capabilities -Working knowledge of Java collections and data structures and object-oriented web design patterns  -JavaScript framework experience (JQuery, backbone.js, etc.) - C, C++, and Linux - You show a sense of ownership and pride in your code",02/23/2017,"Java, C++, SQL, jQuery, Data Analytics, UI, multi-threading, Javascript",75000,95000,MA
179,Irvine,AF-1246421,"At Least 3 Years of experience and knowledge of: Good programming experience - we are hiring an Software Design Engineer in Test and the job is heavily geared toward coding about 70% or more of the time.  Experience with Dynamic Scripting Language(s) - we will usually be working with JAVA or Python, however if you've been working with another language such as C# we'd still love to speak with you. Previous experience working as an SDET Experience with a Web UI Automation framework like Selenium or WebDriver is a strong plus!",02/23/2017,"SDET, Java, Selenium, Automation Framework, test cases, webdriver, Object Oriented Programming, Dynamic Scripting",80000,130000,CA
180,Huntington Beach,AG2-1260822,"- Senior-level experience developing web applications in PHP/LAMP, Java, OR Ruby - Full stack development experience - Desire to learn or expand your knowledge of Ruby on Rails - Experience Implementing web based UI platforms - Experience with API technology projects in agile environment",02/23/2017,"REST, SOAP, Full stack development, Open Source Languages",110000,150000,CA
181,Overland Park,JD8-1264541,"Job Requirements   ·         3+ years of experience in C# .NET and ASP.NET ·         3+ years of experience in writing SQL queries, specifically for Microsoft SQL Server ·         Experience building enterprise applications - both web and desktop ·         Ability to troubleshoot code quickly and resolve issues in a timely fashion. ·         Good communication skills ·         Able to work with a team of developers.   Preferred Requirements   ·         Strong knowledge of SQL Server and database administration ·         Strong knowledge of CSS, HTML, JQuery, XML and JSON. ·         Knowledge and understand the concepts of OOP ·         Mobile Development a plus ·         Unix knowledge a plus",02/23/2017,"OOP, C#, ASP.NET, SQL",70000,100000,KS
182,Boston,DN2-1268923,At Least 1 Year of experience and knowledge of: - Node.JS - JavaScript - Angular.js - RESTful API Nice to have skills: - Springs - Rails Must be able to read and/or write in Chinese,02/23/2017,"Node.js, Javascript, Angular.js, RESTful API, Springs, Rails",65000,100000,MA
183,Herndon,CP4-1279874,"* 10+ years of signal processing experience, developing code and management of others doing signal processing coding, and integrating this code into signal processing systems * Years of relevant experience in the design and coding of signal processing systems and will have multiple years of successful experience managing teams who designed and fielded such systems * Supervise the efforts of all signal processing and waveform developers needed to process the sensory system collection * M.S. Electrical Engineering with an emphasis on digital communications systems is ideal, relevant experience will be considered if determined to be equivalent * GNU Radio experience a plus!",02/23/2017,"Signal Processing, Developing Code, management, Designing Signal Processing Systems",85000,150000,VA
184,San Francisco,BD3-1283231,At Least 3 Years of experience and knowledge of: •Haskell •Flow •PostgreSQL •Ansible,02/23/2017,"Haskell, flow, PostgreSQL, Ansible",100000,150000,CA
185,Natick,JS5-1288456,"Demonstrated expertise developing and unit testing dynamic web applications using Ruby on Rails, HTML, CSS, JavaScript and JQuery. Demonstrated expertise using data structures and applying algorithms for code optimization and code reuse using Ruby Gems and APIs. Demonstrated expertise developing web application interfaces with external Java webservices. Demonstrated expertise writing object oriented database queries using Active Record or SQL query scripts on MSSQL and MySQL databases to extract, manipulate and save data.",02/23/2017,"Javascript, CSS, HTML, jQuery, Ruby on Rails",100000,150000,MA
186,Vancouver,MM5-1289651,At Least 1 Year of experience and knowledge of: - Ruby - Python - Java - Node.JS - Angular - Backbone.JS - REACT - Docker - MySQL,02/23/2017,"Ruby, Python, Java, Node.js, Angular, backbone.js, REACT, Docker, MySQL",0,0,BC
187,Vancouver,MM5-1289867,Knowledge or experience with some (not all) of the following:  - AWS - Docker - Chef - architecture - Puppet - Java - SCAL - Node.JS - Ansible,02/23/2017,"AWS, Docker, Chef, Architecture, Puppet, Java, SCAL, Node.js, Ansible",NA,NA,BC
188,Pasadena,AC-1294433,We are looking for 2+ years of: C/C++ Python Scripting Networking Technologies • Computer network performance simulation and bench-marking • Distributed systems design and implementation (would be a plus!),02/23/2017,"Linux, Java, Systems Architecture, C/C++, PHP, Python",90000,200000,CA
189,Fort Meade,MR-1295581,"- Experience with software programming (Java or C/C++ or Python) - Experience with JavaScript, XSLT, HTML is desired - Experience with Windows or Linux - Active Clearance TS/SCI Full Scope Polygraph - Bachelor's degree in science or engineering is preferred or equivalent",02/23/2017,"Java, XML, JSP, Javascsript, XSLT, HTML, TS/SCI Full Scope Polygraph, Active Clearance, Python, C/C++",110000,160000,MD
190,Colorado Springs,LM3-1299343,"More Than 5 Years of experience and knowledge of: - Experience with application Development in a Linux environment -Knowledge of all networking technologies - Knowledge of C+,  C# and C - Utilization of TCP/IP (Transmission Control Protocol/Internet Protocol) - Experience with embedded software -Internet of Things/ IOT Skills that are a PLUS: - SNMP (Simple Network Management Protocol) - Modbus",02/23/2017,"Application Development, Linux, C+, C#, C, TCP/IP, Embedded, pip",0,0,CO
191,Boston,TB2-1303371,"More than 5 years of experience and knowledge of: - Java and/or C# - Web Services with SOAP and/or REST - Familiarity with Cloud platforms such as AWS, Azure, IBM Bluemix, Google Compute Engine, etc... - SQL & NoSQL databases (We use Mongo specifically for our NoSQL database)",02/23/2017,"Java, C#, SOAP/REST, SQL, AWS/Azure Etc.., mongodb",110000,150000,MA
192,Buffalo,DN2-1303592,At Least 1 Year of experience and knowledge of: - Java - Angular.js - MySQL - Play Framework - Testing and debugging,02/23/2017,"Java, Angular.js, MySQL, Play Framework, Testing and debugging",80000,95000,NY
193,Toronto,DN2-1307830,At Least 1 Year of experience and knowledge of: - Objective-C - iOS Development - SWIFT - iOS SDK - Xcode,02/23/2017,"Objective-C, iOS Development, SWIFT, iOS SDK, XCode",80000,100000,ON
194,San Diego,TB2-1310686,"Must have or have the ability to obtain a government security clearance More than 5 years of experience working in Java, C# or similar Object Oriented language Experience with: - Software engineering practices for the full software development life cycle - Code reviews - Source control management - Agile development - Build processes, testing & operations Desired experience: - AngularJS or similar framework - Experience with a DevOps ecosystem and tools such as Ansible, Jenkins, Docker etc..",02/23/2017,"Java, C#, AngularJS, DevOps",100000,130000,CA
195,Hopkins,NC2-1315820,College experience and knowledge of: - Python - Java - C# - SQL - OOL,02/23/2017,"Python, Java, C#, SQL, OOL",60000,65000,MN
196,Omaha,WK1-1316702,At Least 3 Years of experience and knowledge of: - MySQL - C#/.Net - Java/J2EE,02/23/2017,"MySQL, C#/.Net, Java/J2EE",85000,100000,NE
197,Culver City,HB-1316931,"A Bachelor's Degree in Computer Science or related field and at Least 3 Years of experience and knowledge of: - Practical Java development experience - Working with Spring Framework - Dependency Injection / Inversion of Control - Object-Oriented Design - Design Patterns The following is a strong plus: - object/relational database mapping, especially JDBI / JDBC",02/23/2017,"Java, Restful Services, AWS, RUBY",120000,175000,CA
198,Phoenix,DN2-1321153,At Least 3 Years of experience and knowledge of: - PHP - MySQL - HTML - JavaScript - Amazon Web Services (AWS),02/23/2017,"PHP, MySQL, HTML, Javascript, Amazon Web Services (AWS)",90000,110000,AZ
199,Ann Arbor,DN2-1322807,"At Least 3 Years of experience and knowledge of: - C/C++ - multi-threading - Serial Commun. Protocols (USB,RS-232/422/485,CAN) - Win32 Nice to have skills: -  Microcontrollers",02/23/2017,"C/C++, multi-threading, Serial Commun. Protocols (USB,RS-232/422/485,CAN), Win32, Microcontrollers",90000,120000,MI
